timestamp,location,lat,lon,current_speed,free_flow_speed,confidence,weather
11/7/2025 3:33:46,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:33:46,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:33:47,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:43:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:43:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 3:43:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:43:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:43:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:53:46,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:53:46,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 3:53:48,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:53:49,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:53:50,Airport,22.6394,88.4467,19,19,1,haze
