timestamp,location,lat,lon,current_speed,free_flow_speed,confidence
9/6/2025 16:37:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:42:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:42:52,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:42:53,Howrah Bridge,22.585,88.3468,12,23,0.998307
9/6/2025 16:42:54,EM Bypass,22.4989,88.4122,20,25,0.957606
9/6/2025 16:42:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:47:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:47:52,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:47:53,Howrah Bridge,22.585,88.3468,13,25,0.998871
9/6/2025 16:47:54,EM Bypass,22.4989,88.4122,20,24,0.942432
9/6/2025 16:47:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:52:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:52:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:52:53,Howrah Bridge,22.585,88.3468,13,24,0.999231
9/6/2025 16:52:53,EM Bypass,22.4989,88.4122,20,25,0.913709
9/6/2025 16:52:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:57:52,Esplanade,22.5726,88.3639,19,23,0.502439
9/6/2025 16:57:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:57:54,Howrah Bridge,22.585,88.3468,11,24,0.997743
9/6/2025 16:57:54,EM Bypass,22.4989,88.4122,20,24,0.895246
9/6/2025 16:57:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 17:02:52,Esplanade,22.5726,88.3639,14,22,0.530874
9/6/2025 17:02:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 17:02:53,Howrah Bridge,22.585,88.3468,13,23,0.998871
9/6/2025 17:02:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 17:02:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 17:07:52,Esplanade,22.5726,88.3639,14,22,0.530874
9/6/2025 17:07:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 17:07:54,Howrah Bridge,22.585,88.3468,10,24,0.996614
9/6/2025 17:07:54,EM Bypass,22.4989,88.4122,19,25,0.950066
9/6/2025 17:07:55,Airport,22.6394,88.4467,19,19,1
